time_s,z_low_um,z_high_um,z_mid_um,count
230.0,600.0,700.0,650.0,20
230.0,700.0,800.0,750.0,46
230.0,800.0,900.0,850.0,44
230.0,900.0,1000.0,950.0,40
230.0,1000.0,1100.0,1050.0,46
230.0,1100.0,1200.0,1150.0,46
230.0,1200.0,1300.0,1250.0,52
230.0,1300.0,1400.0,1350.0,37
230.0,1400.0,1500.0,1450.0,34
230.0,1500.0,1600.0,1550.0,26
230.0,1600.0,1700.0,1650.0,15
230.0,1700.0,1800.0,1750.0,9
230.0,1800.0,1900.0,1850.0,5
230.0,1900.0,2000.0,1950.0,6
240.0,0.0,100.0,50.0,5
240.0,100.0,200.0,150.0,6
240.0,200.0,300.0,250.0,18
240.0,300.0,400.0,350.0,6
240.0,400.0,500.0,450.0,15
240.0,500.0,600.0,550.0,24
240.0,600.0,700.0,650.0,29
240.0,700.0,800.0,750.0,39
240.0,800.0,900.0,850.0,39
240.0,900.0,1000.0,950.0,42
240.0,1000.0,1100.0,1050.0,56
240.0,1100.0,1200.0,1150.0,46
240.0,1200.0,1300.0,1250.0,40
240.0,1300.0,1400.0,1350.0,44
240.0,1400.0,1500.0,1450.0,32
240.0,1500.0,1600.0,1550.0,23
240.0,1600.0,1700.0,1650.0,14
240.0,1700.0,1800.0,1750.0,4
240.0,1800.0,1900.0,1850.0,11
240.0,1900.0,2000.0,1950.0,7
250.0,0.0,100.0,50.0,5
250.0,100.0,200.0,150.0,11
250.0,200.0,300.0,250.0,10
250.0,300.0,400.0,350.0,12
250.0,400.0,500.0,450.0,16
250.0,500.0,600.0,550.0,23
250.0,600.0,700.0,650.0,28
250.0,700.0,800.0,750.0,32
250.0,800.0,900.0,850.0,39
250.0,900.0,1000.0,950.0,43
250.0,1000.0,1100.0,1050.0,60
250.0,1100.0,1200.0,1150.0,50
250.0,1200.0,1300.0,1250.0,43
250.0,1300.0,1400.0,1350.0,37
250.0,1400.0,1500.0,1450.0,33
250.0,1500.0,1600.0,1550.0,20
250.0,1600.0,1700.0,1650.0,15
250.0,1700.0,1800.0,1750.0,8
250.0,1800.0,1900.0,1850.0,7
250.0,1900.0,2000.0,1950.0,8
260.0,0.0,100.0,50.0,6
260.0,100.0,200.0,150.0,4
260.0,200.0,300.0,250.0,14
260.0,300.0,400.0,350.0,14
260.0,400.0,500.0,450.0,16
260.0,500.0,600.0,550.0,19
260.0,600.0,700.0,650.0,30
260.0,700.0,800.0,750.0,30
260.0,800.0,900.0,850.0,38
260.0,900.0,1000.0,950.0,56
260.0,1000.0,1100.0,1050.0,43
260.0,1100.0,1200.0,1150.0,51
260.0,1200.0,1300.0,1250.0,48
260.0,1300.0,1400.0,1350.0,40
260.0,1400.0,1500.0,1450.0,26
260.0,1500.0,1600.0,1550.0,22
260.0,1600.0,1700.0,1650.0,22
260.0,1700.0,1800.0,1750.0,5
260.0,1800.0,1900.0,1850.0,4
260.0,1900.0,2000.0,1950.0,12
270.0,0.0,100.0,50.0,8
270.0,100.0,200.0,150.0,4
270.0,200.0,300.0,250.0,7
270.0,300.0,400.0,350.0,14
270.0,400.0,500.0,450.0,19
270.0,500.0,600.0,550.0,24
270.0,600.0,700.0,650.0,10
270.0,700.0,800.0,750.0,41
270.0,800.0,900.0,850.0,44
270.0,900.0,1000.0,950.0,46
270.0,1000.0,1100.0,1050.0,51
270.0,1100.0,1200.0,1150.0,54
270.0,1200.0,1300.0,1250.0,46
270.0,1300.0,1400.0,1350.0,38
270.0,1400.0,1500.0,1450.0,26
270.0,1500.0,1600.0,1550.0,25
270.0,1600.0,1700.0,1650.0,19
270.0,1700.0,1800.0,1750.0,10
270.0,1800.0,1900.0,1850.0,8
270.0,1900.0,2000.0,1950.0,6
280.0,0.0,100.0,50.0,6
280.0,100.0,200.0,150.0,7
280.0,200.0,300.0,250.0,10
280.0,300.0,400.0,350.0,14
280.0,400.0,500.0,450.0,12
280.0,500.0,600.0,550.0,15
280.0,600.0,700.0,650.0,24
280.0,700.0,800.0,750.0,37
280.0,800.0,900.0,850.0,37
280.0,900.0,1000.0,950.0,45
280.0,1000.0,1100.0,1050.0,47
280.0,1100.0,1200.0,1150.0,57
280.0,1200.0,1300.0,1250.0,51
280.0,1300.0,1400.0,1350.0,40
280.0,1400.0,1500.0,1450.0,31
280.0,1500.0,1600.0,1550.0,29
280.0,1600.0,1700.0,1650.0,13
280.0,1700.0,1800.0,1750.0,13
280.0,1800.0,1900.0,1850.0,6
280.0,1900.0,2000.0,1950.0,6
290.0,0.0,100.0,50.0,6
290.0,100.0,200.0,150.0,8
290.0,200.0,300.0,250.0,10
290.0,300.0,400.0,350.0,17
290.0,400.0,500.0,450.0,10
290.0,500.0,600.0,550.0,20
290.0,600.0,700.0,650.0,23
290.0,700.0,800.0,750.0,29
290.0,800.0,900.0,850.0,39
290.0,900.0,1000.0,950.0,51
290.0,1000.0,1100.0,1050.0,48
290.0,1100.0,1200.0,1150.0,45
290.0,1200.0,1300.0,1250.0,50
290.0,1300.0,1400.0,1350.0,42
