time_s,z_low_um,z_high_um,z_mid_um,count
60.0,200.0,300.0,250.0,22
60.0,300.0,400.0,350.0,31
60.0,400.0,500.0,450.0,33
60.0,500.0,600.0,550.0,26
60.0,600.0,700.0,650.0,28
60.0,700.0,800.0,750.0,27
60.0,800.0,900.0,850.0,20
60.0,900.0,1000.0,950.0,31
60.0,1000.0,1100.0,1050.0,24
60.0,1100.0,1200.0,1150.0,25
60.0,1200.0,1300.0,1250.0,28
60.0,1300.0,1400.0,1350.0,30
60.0,1400.0,1500.0,1450.0,23
60.0,1500.0,1600.0,1550.0,18
60.0,1600.0,1700.0,1650.0,26
60.0,1700.0,1800.0,1750.0,25
60.0,1800.0,1900.0,1850.0,22
60.0,1900.0,2000.0,1950.0,21
70.0,0.0,100.0,50.0,17
70.0,100.0,200.0,150.0,20
70.0,200.0,300.0,250.0,19
70.0,300.0,400.0,350.0,28
70.0,400.0,500.0,450.0,34
70.0,500.0,600.0,550.0,29
70.0,600.0,700.0,650.0,40
70.0,700.0,800.0,750.0,17
70.0,800.0,900.0,850.0,23
70.0,900.0,1000.0,950.0,25
70.0,1000.0,1100.0,1050.0,31
70.0,1100.0,1200.0,1150.0,29
70.0,1200.0,1300.0,1250.0,26
70.0,1300.0,1400.0,1350.0,27
70.0,1400.0,1500.0,1450.0,24
70.0,1500.0,1600.0,1550.0,26
70.0,1600.0,1700.0,1650.0,26
70.0,1700.0,1800.0,1750.0,23
70.0,1800.0,1900.0,1850.0,23
70.0,1900.0,2000.0,1950.0,13
80.0,0.0,100.0,50.0,16
80.0,100.0,200.0,150.0,21
80.0,200.0,300.0,250.0,16
80.0,300.0,400.0,350.0,27
80.0,400.0,500.0,450.0,40
80.0,500.0,600.0,550.0,26
80.0,600.0,700.0,650.0,25
80.0,700.0,800.0,750.0,31
80.0,800.0,900.0,850.0,27
80.0,900.0,1000.0,950.0,24
80.0,1000.0,1100.0,1050.0,27
80.0,1100.0,1200.0,1150.0,25
80.0,1200.0,1300.0,1250.0,30
80.0,1300.0,1400.0,1350.0,25
80.0,1400.0,1500.0,1450.0,30
80.0,1500.0,1600.0,1550.0,28
80.0,1600.0,1700.0,1650.0,23
80.0,1700.0,1800.0,1750.0,26
80.0,1800.0,1900.0,1850.0,17
80.0,1900.0,2000.0,1950.0,16
90.0,0.0,100.0,50.0,21
90.0,100.0,200.0,150.0,9
90.0,200.0,300.0,250.0,24
90.0,300.0,400.0,350.0,32
90.0,400.0,500.0,450.0,30
90.0,500.0,600.0,550.0,33
90.0,600.0,700.0,650.0,22
90.0,700.0,800.0,750.0,30
90.0,800.0,900.0,850.0,28
90.0,900.0,1000.0,950.0,33
90.0,1000.0,1100.0,1050.0,18
90.0,1100.0,1200.0,1150.0,17
90.0,1200.0,1300.0,1250.0,37
90.0,1300.0,1400.0,1350.0,25
90.0,1400.0,1500.0,1450.0,32
90.0,1500.0,1600.0,1550.0,31
90.0,1600.0,1700.0,1650.0,21
90.0,1700.0,1800.0,1750.0,21
90.0,1800.0,1900.0,1850.0,20
90.0,1900.0,2000.0,1950.0,16
100.0,0.0,100.0,50.0,16
100.0,100.0,200.0,150.0,14
100.0,200.0,300.0,250.0,21
100.0,300.0,400.0,350.0,31
100.0,400.0,500.0,450.0,31
100.0,500.0,600.0,550.0,30
100.0,600.0,700.0,650.0,28
100.0,700.0,800.0,750.0,22
100.0,800.0,900.0,850.0,29
100.0,900.0,1000.0,950.0,34
100.0,1000.0,1100.0,1050.0,28
100.0,1100.0,1200.0,1150.0,28
100.0,1200.0,1300.0,1250.0,23
100.0,1300.0,1400.0,1350.0,29
100.0,1400.0,1500.0,1450.0,33
100.0,1500.0,1600.0,1550.0,31
100.0,1600.0,1700.0,1650.0,22
100.0,1700.0,1800.0,1750.0,19
100.0,1800.0,1900.0,1850.0,18
100.0,1900.0,2000.0,1950.0,13
110.0,0.0,100.0,50.0,17
110.0,100.0,200.0,150.0,13
110.0,200.0,300.0,250.0,23
110.0,300.0,400.0,350.0,28
110.0,400.0,500.0,450.0,31
110.0,500.0,600.0,550.0,28
110.0,600.0,700.0,650.0,26
110.0,700.0,800.0,750.0,30
110.0,800.0,900.0,850.0,34
110.0,900.0,1000.0,950.0,33
110.0,1000.0,1100.0,1050.0,19
110.0,1100.0,1200.0,1150.0,31
110.0,1200.0,1300.0,1250.0,29
110.0,1300.0,1400.0,1350.0,33
110.0,1400.0,1500.0,1450.0,30
110.0,1500.0,1600.0,1550.0,23
110.0,1600.0,1700.0,1650.0,22
110.0,1700.0,1800.0,1750.0,22
110.0,1800.0,1900.0,1850.0,17
110.0,1900.0,2000.0,1950.0,11
120.0,0.0,100.0,50.0,18
120.0,100.0,200.0,150.0,19
120.0,200.0,300.0,250.0,21
120.0,300.0,400.0,350.0,23
120.0,400.0,500.0,450.0,26
120.0,500.0,600.0,550.0,31
120.0,600.0,700.0,650.0,26
120.0,700.0,800.0,750.0,35
120.0,800.0,900.0,850.0,20
120.0,900.0,1000.0,950.0,41
120.0,1000.0,1100.0,1050.0,30
120.0,1100.0,1200.0,1150.0,33
120.0,1200.0,1300.0,1250.0,29
120.0,1300.0,1400.0,1350.0,31
120.0,1400.0,1500.0,1450.0,19
120.0,1500.0,1600.0,1550.0,26
120.0,1600.0,1700.0,1650.0,21
120.0,1700.0,1800.0,1750.0,23
120.0,1800.0,1900.0,1850.0,17
120.0,1900.0,2000.0,1950.0,11
130.0,0.0,100.0,50.0,20
130.0,100.0,200.0,150.0,18
130.0,200.0,300.0,250.0,20
130.0,300.0,400.0,350.0,26
130.0,400.0,500.0,450.0,24
130.0,500.0,600.0,550.0,29
130.0,600.0,700.0,650.0,22
130.0,700.0,800.0,750.0,25
130.0,800.0,900.0,850.0,39
130.0,900.0,1000.0,950.0,39
130.0,1000.0,1100.0,1050.0,38
130.0,1100.0,1200.0,1150.0,27
130.0,1200.0,1300.0,1250.0,24
130.0,1300.0,1400.0,1350.0,28
130.0,1400.0,1500.0,1450.0,32
130.0,1500.0,1600.0,1550.0,14
130.0,1600.0,1700.0,1650.0,22
130.0,1700.0,1800.0,1750.0,19
130.0,1800.0,1900.0,1850.0,20
130.0,1900.0,2000.0,1950.0,14
140.0,0.0,100.0,50.0,20
140.0,100.0,200.0,150.0,16
140.0,200.0,300.0,250.0,26
140.0,300.0,400.0,350.0,26
140.0,400.0,500.0,450.0,18
140.0,500.0,600.0,550.0,28
140.0,600.0,700.0,650.0,23
140.0,700.0,800.0,750.0,31
140.0,800.0,900.0,850.0,34
140.0,900.0,1000.0,950.0,40
140.0,1000.0,1100.0,1050.0,30
140.0,1100.0,1200.0,1150.0,35
140.0,1200.0,1300.0,1250.0,26
140.0,1300.0,1400.0,1350.0,28
140.0,1400.0,1500.0,1450.0,24
140.0,1500.0,1600.0,1550.0,17
140.0,1600.0,1700.0,1650.0,19
140.0,1700.0,1800.0,1750.0,21
140.0,1800.0,1900.0,1850.0,21
140.0,1900.0,2000.0,1950.0,17
150.0,0.0,100.0,50.0,14
150.0,100.0,200.0,150.0,16
150.0,200.0,300.0,250.0,22
150.0,300.0,400.0,350.0,29
150.0,400.0,500.0,450.0,26
150.0,500.0,600.0,550.0,20
150.0,600.0,700.0,650.0,26
150.0,700.0,800.0,750.0,32
150.0,800.0,900.0,850.0,33
150.0,900.0,1000.0,950.0,42
150.0,1000.0,1100.0,1050.0,27
150.0,1100.0,1200.0,1150.0,38
150.0,1200.0,1300.0,1250.0,31
150.0,1300.0,1400.0,1350.0,22
150.0,1400.0,1500.0,1450.0,21
150.0,1500.0,1600.0,1550.0,25
150.0,1600.0,1700.0,1650.0,26
150.0,1700.0,1800.0,1750.0,22
150.0,1800.0,1900.0,1850.0,18
150.0,1900.0,2000.0,1950.0,10
160.0,0.0,100.0,50.0,15
160.0,100.0,200.0,150.0,16
160.0,200.0,300.0,250.0,23
160.0,300.0,400.0,350.0,13
160.0,400.0,500.0,450.0,33
160.0,500.0,600.0,550.0,28
160.0,600.0,700.0,650.0,19
160.0,700.0,800.0,750.0,25
160.0,800.0,900.0,850.0,46
160.0,900.0,1000.0,950.0,33
160.0,1000.0,1100.0,1050.0,39
160.0,1100.0,1200.0,1150.0,36
160.0,1200.0,1300.0,1250.0,27
160.0,1300.0,1400.0,1350.0,23
160.0,1400.0,1500.0,1450.0,21
160.0,1500.0,1600.0,1550.0,33
160.0,1600.0,1700.0,1650.0,22
160.0,1700.0,1800.0,1750.0,19
160.0,1800.0,1900.0,1850.0,16
160.0,1900.0,2000.0,1950.0,13
170.0,0.0,100.0,50.0,17
170.0,100.0,200.0,150.0,14
170.0,200.0,300.0,250.0,19
170.0,300.0,400.0,350.0,18
170.0,400.0,500.0,450.0,23
170.0,500.0,600.0,550.0,26
170.0,600.0,700.0,650.0,29
170.0,700.0,800.0,750.0,28
170.0,800.0,900.0,850.0,36
170.0,900.0,1000.0,950.0,43
170.0,1000.0,1100.0,1050.0,37
170.0,1100.0,1200.0,1150.0,37
170.0,1200.0,1300.0,1250.0,27
170.0,1300.0,1400.0,1350.0,19
170.0,1400.0,1500.0,1450.0,28
170.0,1500.0,1600.0,1550.0,26
170.0,1600.0,1700.0,1650.0,27
170.0,1700.0,1800.0,1750.0,16
170.0,1800.0,1900.0,1850.0,16
170.0,1900.0,2000.0,1950.0,14
180.0,0.0,100.0,50.0,19
180.0,100.0,200.0,150.0,16
180.0,200.0,300.0,250.0,11
180.0,300.0,400.0,350.0,23
180.0,400.0,500.0,450.0,24
180.0,500.0,600.0,550.0,25
180.0,600.0,700.0,650.0,26
180.0,700.0,800.0,750.0,38
180.0,800.0,900.0,850.0,36
180.0,900.0,1000.0,950.0,32
180.0,1000.0,1100.0,1050.0,49
180.0,1100.0,1200.0,1150.0,30
180.0,1200.0,1300.0,1250.0,21
180.0,1300.0,1400.0,1350.0,28
180.0,1400.0,1500.0,1450.0,32
180.0,1500.0,1600.0,1550.0,23
180.0,1600.0,1700.0,1650.0,17
180.0,1700.0,1800.0,1750.0,21
180.0,1800.0,1900.0,1850.0,17
180.0,1900.0,2000.0,1950.0,12
190.0,0.0,100.0,50.0,20
190.0,100.0,200.0,150.0,14
190.0,200.0,300.0,250.0,17
190.0,300.0,400.0,350.0,17
190.0,400.0,500.0,450.0,20
190.0,500.0,600.0,550.0,35
190.0,600.0,700.0,650.0,19
190.0,700.0,800.0,750.0,38
190.0,800.0,900.0,850.0,36
190.0,900.0,1000.0,950.0,35
190.0,1000.0,1100.0,1050.0,36
190.0,1100.0,1200.0,1150.0,34
190.0,1200.0,1300.0,1250.0,31
190.0,1300.0,1400.0,1350.0,28
190.0,1400.0,1500.0,1450.0,27
190.0,1500.0,1600.0,1550.0,27
190.0,1600.0,1700.0,1650.0,21
190.0,1700.0,1800.0,1750.0,12
190.0,1800.0,1900.0,1850.0,17
190.0,1900.0,2000.0,1950.0,16
200.0,0.0,100.0,50.0,18
200.0,100.0,200.0,150.0,16
200.0,200.0,300.0,250.0,18
200.0,300.0,400.0,350.0,18
200.0,400.0,500.0,450.0,22
200.0,500.0,600.0,550.0,25
200.0,600.0,700.0,650.0,32
200.0,700.0,800.0,750.0,35
200.0,800.0,900.0,850.0,35
200.0,900.0,1000.0,950.0,31
200.0,1000.0,1100.0,1050.0,39
200.0,1100.0,1200.0,1150.0,32
200.0,1200.0,1300.0,1250.0,39
200.0,1300.0,1400.0,1350.0,30
200.0,1400.0,1500.0,1450.0,26
200.0,1500.0,1600.0,1550.0,22
200.0,1600.0,1700.0,1650.0,16
200.0,1700.0,1800.0,1750.0,13
200.0,1800.0,1900.0,1850.0,16
200.0,1900.0,2000.0,1950.0,17
210.0,0.0,100.0,50.0,23
210.0,100.0,200.0,150.0,12
210.0,200.0,300.0,250.0,16
210.0,300.0,400.0,350.0,15
210.0,400.0,500.0,450.0,25
210.0,500.0,600.0,550.0,25
210.0,600.0,700.0,650.0,32
210.0,700.0,800.0,750.0,34
210.0,800.0,900.0,850.0,33
210.0,900.0,1000.0,950.0,41
210.0,1000.0,1100.0,1050.0,32
210.0,1100.0,1200.0,1150.0,41
210.0,1200.0,1300.0,1250.0,37
210.0,1300.0,1400.0,1350.0,35
210.0,1400.0,1500.0,1450.0,25
210.0,1500.0,1600.0,1550.0,14
210.0,1600.0,1700.0,1650.0,11
210.0,1700.0,1800.0,1750.0,16
210.0,1800.0,1900.0,1850.0,19
210.0,1900.0,2000.0,1950.0,14
220.0,0.0,100.0,50.0,20
220.0,100.0,200.0,150.0,16
220.0,200.0,300.0,250.0,19
220.0,300.0,400.0,350.0,15
220.0,400.0,500.0,450.0,17
220.0,500.0,600.0,550.0,30
220.0,600.0,700.0,650.0,33
220.0,700.0,800.0,750.0,20
220.0,800.0,900.0,850.0,34
220.0,900.0,1000.0,950.0,38
220.0,1000.0,1100.0,1050.0,58
220.0,1100.0,1200.0,1150.0,37
220.0,1200.0,1300.0,1250.0,43
220.0,1300.0,1400.0,1350.0,26
220.0,1400.0,1500.0,1450.0,20
220.0,1500.0,1600.0,1550.0,13
220.0,1600.0,1700.0,1650.0,18
220.0,1700.0,1800.0,1750.0,11
220.0,1800.0,1900.0,1850.0,13
220.0,1900.0,2000.0,1950.0,19
230.0,0.0,100.0,50.0,17
230.0,100.0,200.0,150.0,14
230.0,200.0,300.0,250.0,16
230.0,300.0,400.0,350.0,22
230.0,400.0,500.0,450.0,21
230.0,500.0,600.0,550.0,25
230.0,600.0,700.0,650.0,26
230.0,700.0,800.0,750.0,31
230.0,800.0,900.0,850.0,31
230.0,900.0,1000.0,950.0,37
230.0,1000.0,1100.0,1050.0,50
230.0,1100.0,1200.0,1150.0,55
230.0,1200.0,1300.0,1250.0,32
230.0,1300.0,1400.0,1350.0,28
230.0,1400.0,1500.0,1450.0,23
230.0,1500.0,1600.0,1550.0,12
230.0,1600.0,1700.0,1650.0,17
230.0,1700.0,1800.0,1750.0,16
230.0,1800.0,1900.0,1850.0,17
230.0,1900.0,2000.0,1950.0,10
240.0,0.0,100.0,50.0,14
240.0,100.0,200.0,150.0,17
240.0,200.0,300.0,250.0,14
240.0,300.0,400.0,350.0,13
240.0,400.0,500.0,450.0,27
240.0,500.0,600.0,550.0,27
240.0,600.0,700.0,650.0,34
240.0,700.0,800.0,750.0,24
240.0,800.0,900.0,850.0,33
240.0,900.0,1000.0,950.0,41
240.0,1000.0,1100.0,1050.0,52
240.0,1100.0,1200.0,1150.0,42
240.0,1200.0,1300.0,1250.0,32
240.0,1300.0,1400.0,1350.0,32
240.0,1400.0,1500.0,1450.0,16
240.0,1500.0,1600.0,1550.0,25
240.0,1600.0,1700.0,1650.0,23
240.0,1700.0,1800.0,1750.0,10
240.0,1800.0,1900.0,1850.0,14
240.0,1900.0,2000.0,1950.0,10
250.0,0.0,100.0,50.0,8
250.0,100.0,200.0,150.0,18
250.0,200.0,300.0,250.0,18
250.0,300.0,400.0,350.0,18
250.0,400.0,500.0,450.0,16
250.0,500.0,600.0,550.0,35
250.0,600.0,700.0,650.0,29
250.0,700.0,800.0,750.0,24
250.0,800.0,900.0,850.0,43
250.0,900.0,1000.0,950.0,37
250.0,1000.0,1100.0,1050.0,48
250.0,1100.0,1200.0,1150.0,46
250.0,1200.0,1300.0,1250.0,27
250.0,1300.0,1400.0,1350.0,31
250.0,1400.0,1500.0,1450.0,19
250.0,1500.0,1600.0,1550.0,25
250.0,1600.0,1700.0,1650.0,23
250.0,1700.0,1800.0,1750.0,8
250.0,1800.0,1900.0,1850.0,15
250.0,1900.0,2000.0,1950.0,12
260.0,0.0,100.0,50.0,10
260.0,100.0,200.0,150.0,15
260.0,200.0,300.0,250.0,20
260.0,300.0,400.0,350.0,16
260.0,400.0,500.0,450.0,27
260.0,500.0,600.0,550.0,26
260.0,600.0,700.0,650.0,25
260.0,700.0,800.0,750.0,28
260.0,800.0,900.0,850.0,39
260.0,900.0,1000.0,950.0,46
260.0,1000.0,1100.0,1050.0,43
260.0,1100.0,1200.0,1150.0,37
260.0,1200.0,1300.0,1250.0,41
260.0,1300.0,1400.0,1350.0,28
260.0,1400.0,1500.0,1450.0,18
260.0,1500.0,1600.0,1550.0,20
260.0,1600.0,1700.0,1650.0,24
260.0,1700.0,1800.0,1750.0,16
260.0,1800.0,1900.0,1850.0,12
260.0,1900.0,2000.0,1950.0,9
270.0,0.0,100.0,50.0,7
270.0,100.0,200.0,150.0,11
270.0,200.0,300.0,250.0,26
270.0,300.0,400.0,350.0,21
270.0,400.0,500.0,450.0,22
270.0,500.0,600.0,550.0,29
270.0,600.0,700.0,650.0,23
270.0,700.0,800.0,750.0,25
270.0,800.0,900.0,850.0,46
270.0,900.0,1000.0,950.0,42
270.0,1000.0,1100.0,1050.0,45
270.0,1100.0,1200.0,1150.0,32
270.0,1200.0,1300.0,1250.0,36
270.0,1300.0,1400.0,1350.0,36
270.0,1400.0,1500.0,1450.0,25
270.0,1500.0,1600.0,1550.0,16
270.0,1600.0,1700.0,1650.0,21
270.0,1700.0,1800.0,1750.0,18
270.0,1800.0,1900.0,1850.0,10
270.0,1900.0,2000.0,1950.0,9
280.0,0.0,100.0,50.0,10
280.0,100.0,200.0,150.0,17
280.0,200.0,300.0,250.0,15
280.0,300.0,400.0,350.0,24
280.0,400.0,500.0,450.0,23
280.0,500.0,600.0,550.0,22
280.0,600.0,700.0,650.0,23
280.0,700.0,800.0,750.0,36
280.0,800.0,900.0,850.0,36
280.0,900.0,1000.0,950.0,43
280.0,1000.0,1100.0,1050.0,48
280.0,1100.0,1200.0,1150.0,34
280.0,1200.0,1300.0,1250.0,37
280.0,1300.0,1400.0,1350.0,25
280.0,1400.0,1500.0,1450.0,28
280.0,1500.0,1600.0,1550.0,21
280.0,1600.0,1700.0,1650.0,25
280.0,1700.0,1800.0,1750.0,15
280.0,1800.0,1900.0,1850.0,9
280.0,1900.0,2000.0,1950.0,9
290.0,0.0,100.0,50.0,19
290.0,100.0,200.0,150.0,13
290.0,200.0,300.0,250.0,12
290.0,300.0,400.0,350.0,15
290.0,400.0,500.0,450.0,25
290.0,500.0,600.0,550.0,19
290.0,600.0,700.0,650.0,28
290.0,700.0,800.0,750.0,36
290.0,800.0,900.0,850.0,38
290.0,900.0,1000.0,950.0,46
290.0,1000.0,1100.0,1050.0,43
290.0,1100.0,1200.0,1150.0,34
290.0,1200.0,1300.0,1250.0,36
290.0,1300.0,1400.0,1350.0,34
290.0,1400.0,1500.0,1450.0,24
290.0,1500.0,1600.0,1550.0,30
290.0,1600.0,1700.0,1650.0,22
290.0,1700.0,1800.0,1750.0,9
290.0,1800.0,1900.0,1850.0,10
290.0,1900.0,2000.0,1950.0,7
300.0,0.0,100.0,50.0,21
300.0,100.0,200.0,150.0,12
300.0,200.0,300.0,250.0,11
300.0,300.0,400.0,350.0,16
300.0,400.0,500.0,450.0,30
300.0,500.0,600.0,550.0,20
300.0,600.0,700.0,650.0,28
300.0,700.0,800.0,750.0,33
300.0,800.0,900.0,850.0,37
300.0,900.0,1000.0,950.0,40
300.0,1000.0,1100.0,1050.0,38
300.0,1100.0,1200.0,1150.0,45
300.0,1200.0,1300.0,1250.0,31
300.0,1300.0,1400.0,1350.0,33
300.0,1400.0,1500.0,1450.0,30
300.0,1500.0,1600.0,1550.0,23
300.0,1600.0,1700.0,1650.0,21
300.0,1700.0,1800.0,1750.0,12
300.0,1800.0,1900.0,1850.0,11
300.0,1900.0,2000.0,1950.0,8
310.0,0.0,100.0,50.0,19
310.0,100.0,200.0,150.0,8
310.0,200.0,300.0,250.0,17
310.0,300.0,400.0,350.0,25
310.0,400.0,500.0,450.0,23
310.0,500.0,600.0,550.0,20
310.0,600.0,700.0,650.0,26
310.0,700.0,800.0,750.0,32
310.0,800.0,900.0,850.0,39
310.0,900.0,1000.0,950.0,38
310.0,1000.0,1100.0,1050.0,35
310.0,1100.0,1200.0,1150.0,47
310.0,1200.0,1300.0,1250.0,44
310.0,1300.0,1400.0,1350.0,29
310.0,1400.0,1500.0,1450.0,28
310.0,1500.0,1600.0,1550.0,21
310.0,1600.0,1700.0,1650.0,23
310.0,1700.0,1800.0,1750.0,7
310.0,1800.0,1900.0,1850.0,9
310.0,1900.0,2000.0,1950.0,10
320.0,0.0,100.0,50.0,14
320.0,100.0,200.0,150.0,14
320.0,200.0,300.0,250.0,24
320.0,300.0,400.0,350.0,22
320.0,400.0,500.0,450.0,13
320.0,500.0,600.0,550.0,21
320.0,600.0,700.0,650.0,29
320.0,700.0,800.0,750.0,38
320.0,800.0,900.0,850.0,33
320.0,900.0,1000.0,950.0,40
320.0,1000.0,1100.0,1050.0,40
320.0,1100.0,1200.0,1150.0,45
320.0,1200.0,1300.0,1250.0,39
320.0,1300.0,1400.0,1350.0,28
320.0,1400.0,1500.0,1450.0,37
320.0,1500.0,1600.0,1550.0,20
320.0,1600.0,1700.0,1650.0,16
320.0,1700.0,1800.0,1750.0,9
320.0,1800.0,1900.0,1850.0,10
320.0,1900.0,2000.0,1950.0,8
330.0,0.0,100.0,50.0,20
330.0,100.0,200.0,150.0,18
330.0,200.0,300.0,250.0,14
330.0,300.0,400.0,350.0,18
330.0,400.0,500.0,450.0,22
330.0,500.0,600.0,550.0,23
330.0,600.0,700.0,650.0,26
330.0,700.0,800.0,750.0,31
330.0,800.0,900.0,850.0,34
330.0,900.0,1000.0,950.0,35
330.0,1000.0,1100.0,1050.0,50
330.0,1100.0,1200.0,1150.0,39
330.0,1200.0,1300.0,1250.0,36
330.0,1300.0,1400.0,1350.0,38
330.0,1400.0,1500.0,1450.0,31
330.0,1500.0,1600.0,1550.0,16
330.0,1600.0,1700.0,1650.0,17
330.0,1700.0,1800.0,1750.0,15
330.0,1800.0,1900.0,1850.0,7
330.0,1900.0,2000.0,1950.0,10
340.0,0.0,100.0,50.0,18
340.0,100.0,200.0,150.0,18
340.0,200.0,300.0,250.0,23
340.0,300.0,400.0,350.0,18
340.0,400.0,500.0,450.0,10
340.0,500.0,600.0,550.0,21
340.0,600.0,700.0,650.0,36
340.0,700.0,800.0,750.0,19
340.0,800.0,900.0,850.0,34
340.0,900.0,1000.0,950.0,43
340.0,1000.0,1100.0,1050.0,55
340.0,1100.0,1200.0,1150.0,35
340.0,1200.0,1300.0,1250.0,36
340.0,1300.0,1400.0,1350.0,39
340.0,1400.0,1500.0,1450.0,28
340.0,1500.0,1600.0,1550.0,20
340.0,1600.0,1700.0,1650.0,15
340.0,1700.0,1800.0,1750.0,13
340.0,1800.0,1900.0,1850.0,12
340.0,1900.0,2000.0,1950.0,7
350.0,0.0,100.0,50.0,15
350.0,100.0,200.0,150.0,24
350.0,200.0,300.0,250.0,20
350.0,300.0,400.0,350.0,14
350.0,400.0,500.0,450.0,14
350.0,500.0,600.0,550.0,29
350.0,600.0,700.0,650.0,22
350.0,700.0,800.0,750.0,33
350.0,800.0,900.0,850.0,29
350.0,900.0,1000.0,950.0,49
350.0,1000.0,1100.0,1050.0,52
350.0,1100.0,1200.0,1150.0,43
350.0,1200.0,1300.0,1250.0,32
350.0,1300.0,1400.0,1350.0,32
