time_s,time_min,n_alive,n_running,n_tumbling,n_near_substrate,frac_near_substrate,mean_tumble_prob,std_tumble_prob,mean_receptor_activity,mean_methylation,mean_distance_um,median_distance_um,mean_concentration,mean_x_um,mean_y_um,mean_z_um,std_z_um,total_consumption_mol
0.0,0.0,500,500,0,2,0.004,0.05073066932675454,0.019727248307449475,0.2771699053230939,0.35,962.3736544850408,990.8601476691556,0.0005578239658363419,993.0584730178645,1053.454528950619,968.1409826000814,576.9238599951441,2.988500249652395e-16
10.0,0.16666666666666666,500,479,21,3,0.006,0.2865524292978326,0.13042521734139736,0.3382842065113397,0.4875286972946631,953.7156689674848,974.330029756785,0.00048342433520249856,992.7706023721812,1056.635575897517,961.2802565981859,567.4766289496641,5.79773916608325e-14
20.0,0.3333333333333333,500,478,22,6,0.012,0.3576793812640109,0.11350026805799292,0.35042606048266356,0.49640529021312985,936.9042436071138,958.1862617158259,0.0004803083059873948,998.3399345945339,1060.4299797594856,960.9175831190031,551.6269740376929,1.1544463101799046e-13
30.0,0.5,500,487,13,10,0.02,0.36566307437035983,0.10537341467985588,0.35162981629143397,0.49404264778902107,922.3997881229909,954.3529702328419,0.00048167242819998637,996.6665666553137,1056.3332588161604,957.7524010096973,536.7647263059405,1.724415482485794e-13
40.0,0.6666666666666666,500,481,19,6,0.012,0.3568438059360575,0.10038004100160715,0.3503567809694188,0.4908804522161835,905.5818322573762,925.9269956959847,0.0004775178192877002,1003.8722269998386,1053.182263729524,957.5978139386947,533.4300858801214,2.295097982888655e-13
50.0,0.8333333333333334,500,488,12,11,0.022,0.35585923008026626,0.0965297805578753,0.35025914730595054,0.4905690819420314,890.9690021948819,903.2520047728791,0.0004750418000168843,1003.8846517061604,1052.1707538633937,961.2795125030929,535.8372143448117,2.866951728747772e-13
60.0,1.0,500,472,28,11,0.022,0.3587493116797568,0.09911792780138903,0.35058210874854295,0.48841344831523265,884.8521568817291,917.8646133962155,0.00047554397821286177,999.5566337341127,1050.2639653745255,957.9454866013342,544.4160875010164,3.4345975116833313e-13
70.0,1.1666666666666667,500,486,14,16,0.032,0.36172782709601087,0.10614156460782177,0.35099315978853635,0.4867720261548552,878.7915784153765,900.1796422464624,0.0004803829667740804,997.7382234443381,1043.2507373941264,956.5567340831293,548.1135877148407,4.004232749208927e-13
80.0,1.3333333333333333,500,484,16,24,0.048,0.35350234256600177,0.10178070727087096,0.34972190215950755,0.4851614274966014,870.1128897781055,898.8657997961628,0.000490846462129758,994.2358359396727,1039.420924239284,958.3579609622324,549.8273063389777,4.567237688505112e-13
90.0,1.5,500,488,12,28,0.056,0.34392650112094353,0.09743625025412177,0.3481970008223376,0.4878865737675791,852.0059387908043,882.1926476818892,0.0005313168792262501,990.533778863628,1040.6489612623059,956.5439974547205,546.353822237167,5.131606087166101e-13
100.0,1.6666666666666667,500,477,23,22,0.044,0.35496376625508697,0.10828696921118397,0.34996177858117217,0.49149859762565895,836.4014077033593,862.3115626986736,0.0005547589499083909,989.1495947736244,1036.1221785947553,959.5389523479279,536.3775077235348,5.700633898598419e-13
110.0,1.8333333333333333,500,476,24,23,0.046,0.3561565120402313,0.10082529591059904,0.350321943058794,0.49027172663178875,826.7553652140347,838.9793308005036,0.0005070396162896389,989.0010731217131,1031.4925845174191,958.487450880993,533.1631048716032,6.269037559212424e-13
120.0,2.0,500,484,16,25,0.05,0.3483765696069243,0.10057825256735119,0.34888889113396737,0.49200673168881837,809.9721760680611,809.3839147687389,0.0005488073378839325,985.5936121147694,1029.8240593452806,957.091664984231,525.5282368535086,6.837615034603578e-13
130.0,2.1666666666666665,500,487,13,19,0.038,0.3521669554363739,0.10159331430138041,0.349417926607785,0.4935775329095696,801.239110309644,803.5783596593303,0.0005624108102614765,978.3799258836108,1024.506005909612,958.4331719105386,513.5179543497524,7.404546516878477e-13
140.0,2.3333333333333335,500,488,12,32,0.064,0.3522564831761227,0.10674537921151621,0.34924083619903556,0.49526651634475377,790.606366788526,780.0009217903511,0.0005757284362376445,980.0431039940826,1017.8100991895585,960.2523739383539,504.33427665830897,7.970059315890682e-13
