time_s,r_inner_um,r_outer_um,r_mid_um,count,shell_volume_um3,density_per_um3
360.0,300.0,500.0,399.99999999999994,36,517315590.2911194,6.959001560293398e-08
360.0,500.0,750.0,625.0,80,1447750614.5292964,5.525813575704142e-08
360.0,750.0,1000.0,875.0,167,2704387675.965212,6.175150163720396e-08
370.0,0.0,50.0,25.000000000000004,1,3665191.4291880922,2.72837045300392e-07
370.0,50.0,100.00000000000001,75.0,0,9948376.73636768,0.0
370.0,100.00000000000001,150.0,125.0,1,19373154.697137043,5.161781938115528e-08
370.0,150.0,200.0,175.0,3,31939525.311496243,9.392750739849557e-08
370.0,200.0,300.0,250.0,8,114144533.08042914,7.008658044413741e-08
370.0,300.0,500.0,399.99999999999994,28,517315590.2911194,5.412556769117087e-08
370.0,500.0,750.0,625.0,83,1447750614.5292964,5.7330315847930474e-08
370.0,750.0,1000.0,875.0,172,2704387675.965212,6.360034899161127e-08
380.0,0.0,50.0,25.000000000000004,1,3665191.4291880922,2.72837045300392e-07
380.0,50.0,100.00000000000001,75.0,1,9948376.73636768,1.005189114264602e-07
380.0,100.00000000000001,150.0,125.0,1,19373154.697137043,5.161781938115528e-08
380.0,150.0,200.0,175.0,2,31939525.311496243,6.261833826566371e-08
380.0,200.0,300.0,250.0,8,114144533.08042914,7.008658044413741e-08
380.0,300.0,500.0,399.99999999999994,29,517315590.2911194,5.605862368014126e-08
380.0,500.0,750.0,625.0,89,1447750614.5292964,6.147467602970857e-08
380.0,750.0,1000.0,875.0,156,2704387675.965212,5.768403745750789e-08
390.0,0.0,50.0,25.000000000000004,0,3665191.4291880922,0.0
390.0,50.0,100.00000000000001,75.0,0,9948376.73636768,0.0
390.0,100.00000000000001,150.0,125.0,1,19373154.697137043,5.161781938115528e-08
390.0,150.0,200.0,175.0,2,31939525.311496243,6.261833826566371e-08
390.0,200.0,300.0,250.0,9,114144533.08042914,7.884740299965458e-08
390.0,300.0,500.0,399.99999999999994,33,517315590.2911194,6.379084763602282e-08
390.0,500.0,750.0,625.0,80,1447750614.5292964,5.525813575704142e-08
390.0,750.0,1000.0,875.0,148,2704387675.965212,5.472588169045621e-08
400.0,0.0,50.0,25.000000000000004,0,3665191.4291880922,0.0
400.0,50.0,100.00000000000001,75.0,0,9948376.73636768,0.0
400.0,100.00000000000001,150.0,125.0,2,19373154.697137043,1.0323563876231056e-07
400.0,150.0,200.0,175.0,2,31939525.311496243,6.261833826566371e-08
400.0,200.0,300.0,250.0,4,114144533.08042914,3.5043290222068704e-08
400.0,300.0,500.0,399.99999999999994,43,517315590.2911194,8.31214075257267e-08
400.0,500.0,750.0,625.0,82,1447750614.5292964,5.663958915096745e-08
400.0,750.0,1000.0,875.0,159,2704387675.965212,5.879334587015228e-08
410.0,0.0,50.0,25.000000000000004,0,3665191.4291880922,0.0
410.0,50.0,100.00000000000001,75.0,0,9948376.73636768,0.0
410.0,100.00000000000001,150.0,125.0,2,19373154.697137043,1.0323563876231056e-07
410.0,150.0,200.0,175.0,1,31939525.311496243,3.1309169132831856e-08
410.0,200.0,300.0,250.0,10,114144533.08042914,8.760822555517175e-08
410.0,300.0,500.0,399.99999999999994,32,517315590.2911194,6.185779164705242e-08
410.0,500.0,750.0,625.0,90,1447750614.5292964,6.21654027266716e-08
410.0,750.0,1000.0,875.0,165,2704387675.965212,6.101196269544105e-08
420.0,0.0,50.0,25.000000000000004,0,3665191.4291880922,0.0
420.0,50.0,100.00000000000001,75.0,3,9948376.73636768,3.015567342793806e-07
420.0,100.00000000000001,150.0,125.0,1,19373154.697137043,5.161781938115528e-08
420.0,150.0,200.0,175.0,3,31939525.311496243,9.392750739849557e-08
420.0,200.0,300.0,250.0,1,114144533.08042914,8.760822555517176e-09
420.0,300.0,500.0,399.99999999999994,38,517315590.2911194,7.345612758087475e-08
