time_s,time_min,n_alive,n_running,n_tumbling,n_near_substrate,frac_near_substrate,mean_tumble_prob,std_tumble_prob,mean_receptor_activity,mean_methylation,mean_distance_um,median_distance_um,mean_concentration,mean_x_um,mean_y_um,mean_z_um,std_z_um,total_consumption_mol
690.0,11.5,500,484,16,3,0.006,0.35,0.0,0.35,0.35,950.2988601125562,964.1352331159342,0.00014544911315180633,1030.153383277393,994.1200666602787,1011.3844330838214,559.5701323978826,3.676428575230766e-12
700.0,11.666666666666666,500,490,10,4,0.008,0.35,0.0,0.35,0.35,946.9022932257316,964.6010840977858,0.0001590700626548552,1032.8844180486267,994.771938988949,1017.4942621215134,559.5961659349449,3.7285515798312926e-12
710.0,11.833333333333334,500,484,16,4,0.008,0.35,0.0,0.35,0.35,943.2441237781921,966.5005699260412,0.0001558752028564317,1033.2228533930609,1000.6885484372353,1014.6062617485186,561.285219291816,3.780768084989354e-12
720.0,12.0,500,480,20,8,0.016,0.35,0.0,0.35,0.35,943.7802238737909,965.8293121607563,0.000158355236823164,1033.245225958759,1003.1039774794352,1016.0539846563563,569.1267847400788,3.832419071693422e-12
730.0,12.166666666666666,500,487,13,6,0.012,0.35,0.0,0.35,0.35,950.0501658709802,983.8630068188196,0.00015028745106398432,1027.7435326749987,999.939226447112,1018.576810654744,575.8567519669657,3.883879573407026e-12
740.0,12.333333333333334,500,479,21,4,0.008,0.35,0.0,0.35,0.35,940.3361012120628,974.2184847801391,0.0001558146544027921,1024.010526815,1002.2498752594495,1013.48039447703,569.5810192927447,3.935875492308883e-12
750.0,12.5,500,476,24,6,0.012,0.35,0.0,0.35,0.35,932.3362207991206,946.0251727706461,0.0001710684240515133,1020.4480553245713,1005.8437226765993,1012.7925610386571,566.8542704428716,3.988475068393457e-12
760.0,12.666666666666666,500,482,18,8,0.016,0.35,0.0,0.35,0.35,941.3946213893952,971.5288254970528,0.00017367256450511826,1023.2886971506198,1004.6433939338162,1007.9880594974526,575.0658572609269,4.040447761726183e-12
770.0,12.833333333333334,500,481,19,8,0.016,0.35,0.0,0.35,0.35,944.75809885623,977.7555274758619,0.00017209832635545834,1027.7884183673386,1004.7913837443673,1009.3620628496192,579.17438793821,4.09204871554593e-12
780.0,13.0,500,479,21,8,0.016,0.35,0.0,0.35,0.35,944.9335676337033,985.778686106061,0.00017468222449641167,1035.9978485776135,1007.2264671811917,1005.3345471561684,583.2745125046436,4.142968783249064e-12
790.0,13.166666666666666,500,482,18,8,0.016,0.35,0.0,0.35,0.35,945.5804327577468,972.1146742780666,0.0001674902465676149,1042.972639814439,1007.6870168053496,1003.9565125861798,584.2172142535887,4.194379825704153e-12
800.0,13.333333333333334,500,481,19,5,0.01,0.35,0.0,0.35,0.35,950.6933485858411,995.3203861267015,0.0001672760294802193,1045.2525842925127,998.4849895443007,1002.7411141191191,583.8134604125972,4.24564877710291e-12
810.0,13.5,500,486,14,6,0.012,0.35,0.0,0.35,0.35,946.7463791961349,979.7324120964385,0.000167468122029238,1043.9143018299224,981.3306377672089,1003.6609268924276,580.3944263905935,4.2966545091196e-12
820.0,13.666666666666666,500,486,14,4,0.008,0.35,0.0,0.35,0.35,948.968534836612,980.1101735292899,0.00014898860354097869,1043.7437119965573,977.7817205138318,1003.6898758210876,579.5365441606219,4.347659228154513e-12
830.0,13.833333333333334,500,488,12,5,0.01,0.35,0.0,0.35,0.35,947.6263068127275,974.5341508479131,0.0001492267745961128,1043.0772259706614,980.5737283544661,1000.3878490355564,576.3357959650561,4.399002216042822e-12
840.0,14.0,500,476,24,5,0.01,0.35,0.0,0.35,0.35,944.3713102075753,973.3965883327004,0.00014830222487815847,1052.3467356236786,982.7882748840195,998.014070016051,574.0602562590052,4.4506454822813365e-12
850.0,14.166666666666666,500,473,27,1,0.002,0.35,0.0,0.35,0.35,946.902742644609,964.8993455357185,0.0001407702345750439,1060.091166759229,980.8597033252621,1001.4916436419891,573.949947797771,4.502147055105271e-12
860.0,14.333333333333334,500,483,17,3,0.006,0.35,0.0,0.35,0.35,948.3237170765807,975.9625816833664,0.00014342601730683998,1057.3371646706742,990.5895761859562,1002.4121653022578,566.5043857265424,4.553660852254293e-12
870.0,14.5,500,483,17,4,0.008,0.35,0.0,0.35,0.35,947.2898831561017,973.6967111615168,0.00014703480986357932,1059.4527869756903,989.1678417643205,1008.8738619599612,564.7331429948536,4.605705618527111e-12
880.0,14.666666666666666,500,481,19,5,0.01,0.35,0.0,0.35,0.35,946.0003198558621,976.318380566736,0.00014501082270379763,1062.9497907555397,993.1067712709341,1009.715393029098,566.0894181958463,4.657264544836178e-12
890.0,14.833333333333334,500,482,18,2,0.004,0.35,0.0,0.35,0.35,952.2976600049313,975.0243604124984,0.00013573235192467176,1063.5585367539627,995.6049506815198,1010.882973339933,571.657647214927,4.709160951331959e-12
900.0,15.0,500,493,7,2,0.004,0.35,0.0,0.35,0.35,953.4718423011824,966.5788355763601,0.00012604467571575683,1063.6013514804522,994.1820692343352,1007.828944175031,572.5636690516357,4.761033318268149e-12
910.0,15.166666666666666,500,482,18,2,0.004,0.35,0.0,0.35,0.35,954.0257919078368,968.7936428355551,0.00012600243667774407,1064.5855231833254,989.3675668521752,998.8926312006457,570.2577823726407,4.813522890849991e-12
920.0,15.333333333333334,500,483,17,2,0.004,0.35,0.0,0.35,0.35,943.4221707614838,963.0367242800303,0.0001362129524422215,1064.8003258256847,992.394817272263,997.9997815849383,567.5713228631624,4.866271568767581e-12
930.0,15.5,500,484,16,1,0.002,0.35,0.0,0.35,0.35,943.3063627623483,972.3634289812331,0.00013491880552278756,1062.989921533134,990.700186666687,1001.7518913198171,563.3277892836165,4.918868216999908e-12
940.0,15.666666666666666,500,485,15,5,0.01,0.35,0.0,0.35,0.35,945.2580044759093,963.1017807191082,0.00014243565146316217,1059.7533268182683,990.0877226675575,994.5582391931629,559.0884125854479,4.971297910054033e-12
950.0,15.833333333333334,500,485,15,5,0.01,0.35,0.0,0.35,0.35,945.5038006696312,973.2845910980063,0.00014062595417101985,1062.0453972754926,991.9945303154283,996.4933472997087,561.6348770558486,5.0232996358669625e-12
960.0,16.0,500,486,14,4,0.008,0.35,0.0,0.35,0.35,942.7982999044162,957.5703554649515,0.00013970748489122874,1065.871188874619,993.6561766288804,992.569920102281,565.098382233733,5.075866009328502e-12
970.0,16.166666666666668,500,479,21,5,0.01,0.35,0.0,0.35,0.35,951.2165530298676,969.07546872206,0.00013169177209554228,1074.5290270824532,992.657834392148,989.7535877099865,575.594258169979,5.127842194412167e-12
980.0,16.333333333333332,500,486,14,1,0.002,0.35,0.0,0.35,0.35,956.2473324529958,984.6365296996318,0.00012971192575083254,1078.9117145961632,992.5258294976862,980.9849940802819,581.9277153800955,5.179024170426284e-12
990.0,16.5,500,483,17,1,0.002,0.35,0.0,0.35,0.35,956.521488818191,964.6736438410485,0.00012691350896225798,1082.8815708442742,991.722155698241,974.1577981914785,576.2997492063363,5.23061098494937e-12
1000.0,16.666666666666668,500,480,20,1,0.002,0.35,0.0,0.35,0.35,957.3536392300027,960.9689701744484,0.00012482041639831902,1080.8543605754926,988.325871904938,973.3032385522753,572.1535624008502,5.282538779281559e-12
1010.0,16.833333333333332,500,482,18,3,0.006,0.35,0.0,0.35,0.35,958.1284071226407,966.8339218821321,0.0001286880285829211,1074.6641757128095,986.5366437525819,973.088833929198,570.0935566907577,5.334277262538315e-12
1020.0,17.0,500,481,19,2,0.004,0.35,0.0,0.35,0.35,960.5657457439697,975.4131135453364,0.0001290289744969828,1075.281123821664,989.9652825951222,980.399576986219,570.5752534892749,5.385686270587451e-12
1030.0,17.166666666666668,500,477,23,2,0.004,0.35,0.0,0.35,0.35,966.8406063716035,987.1206284367113,0.00012923155288520533,1074.4303379743246,991.6926647766818,986.7279558782631,572.3227261273182,5.436924008325229e-12
1040.0,17.333333333333332,500,486,14,2,0.004,0.35,0.0,0.35,0.35,964.7419426305731,984.8849134780324,0.0001278771860041662,1065.292789415461,988.1020960063377,985.3534689956863,571.0303084044109,5.488008654681565e-12
1050.0,17.5,500,487,13,3,0.006,0.35,0.0,0.35,0.35,966.9346162165045,989.526146492337,0.00013042526054756986,1062.3803204615951,985.0949535008106,993.1115552745862,573.5909318893933,5.53937515411192e-12
1060.0,17.666666666666668,500,474,26,7,0.014,0.35,0.0,0.35,0.35,961.7410910749038,988.5141530571319,0.0001462092772648605,1056.4491904092095,982.4804487779187,996.6748149818718,574.4738830129687,5.590552525106579e-12
1070.0,17.833333333333332,500,489,11,6,0.012,0.35,0.0,0.35,0.35,957.521258581566,995.1580283792025,0.0001479779233540076,1051.4026527878152,976.9539405556579,1001.0353095514693,569.1302373794455,5.642114567703409e-12
1080.0,18.0,500,484,16,4,0.008,0.35,0.0,0.35,0.35,956.7941008378091,985.1122695013538,0.00014225353679803832,1040.3492039863827,975.1029346491837,1000.1435997737144,576.382888440262,5.69301320656967e-12
1090.0,18.166666666666668,500,485,15,2,0.004,0.35,0.0,0.35,0.35,950.8678933781379,959.6882365315827,0.0001431361035211581,1033.7858907106156,974.7455105652609,1002.1825557370641,571.9668512938676,5.744115556523897e-12
1100.0,18.333333333333332,500,485,15,3,0.006,0.35,0.0,0.35,0.35,949.3826630224843,970.2334458491554,0.00014391926038932206,1031.1489205005073,974.595254779626,997.1321441832031,573.6163021457667,5.795526952081528e-12
1110.0,18.5,500,483,17,4,0.008,0.35,0.0,0.35,0.35,948.8946659056384,962.9338963077472,0.0001478664643394793,1019.0490283004865,976.7314368207883,1002.9796939596712,573.7288614853347,5.847328074744331e-12
1120.0,18.666666666666668,500,486,14,2,0.004,0.35,0.0,0.35,0.35,949.9961885609869,965.2722797478926,0.00013509531428993366,1014.8577710716506,983.120906429751,999.0242065405552,576.3895589631744,5.899022736099966e-12
1130.0,18.833333333333332,500,479,21,3,0.006,0.35,0.0,0.35,0.35,949.0104398473733,956.8642154961092,0.00013977619203888475,1017.9227209111685,981.8869284115611,997.9254741789957,583.4221718074572,5.9501849148845105e-12
1140.0,19.0,500,487,13,3,0.006,0.35,0.0,0.35,0.35,942.3710408033381,958.9790784720507,0.00014472011580198764,1015.013385567689,984.5205575779511,1001.1236742297784,579.5825359747819,6.0018087492929665e-12
1150.0,19.166666666666668,500,490,10,3,0.006,0.35,0.0,0.35,0.35,947.1461494428384,974.8195522044357,0.0001434461578763276,1010.1357645480209,984.9622575881937,1005.2219029587595,582.955329969404,6.054036373543727e-12
1160.0,19.333333333333332,500,482,18,2,0.004,0.35,0.0,0.35,0.35,951.0248051154209,977.2774562286774,0.0001410895441160576,1003.5679840852557,987.6136008745216,1007.9091977097659,585.3461884551501,6.106323730150236e-12
1170.0,19.5,500,486,14,4,0.008,0.35,0.0,0.35,0.35,951.2181881686898,984.1159749428335,0.0001434998272507677,1001.4637436775613,986.4773016712818,1002.6219366254089,586.6336869744297,6.15784903314685e-12
1180.0,19.666666666666668,500,485,15,5,0.01,0.35,0.0,0.35,0.35,955.3244517704289,982.1973631040236,0.00014697684130753234,994.3467193952074,981.3326903165887,1001.2911365927599,590.3806931229489,6.208940064184796e-12
1190.0,19.833333333333332,500,483,17,3,0.006,0.35,0.0,0.35,0.35,962.5368066878818,981.2730372829154,0.000140442407366846,995.3545151284492,980.1404151681646,1001.3876036445051,592.8130742087708,6.260009307958538e-12
1200.0,20.0,500,480,20,5,0.01,0.35,0.0,0.35,0.35,961.8232243332432,987.7498566535829,0.00013787683658498729,996.4619163429736,973.2014369967989,1001.8504540518544,585.3557948296956,6.311145582072272e-12
1210.0,20.166666666666668,500,486,14,5,0.01,0.35,0.0,0.35,0.35,964.4406040408842,994.3681822428001,0.0001388817406638917,1009.0400617131601,975.6628321045306,996.5147255896504,578.0620391117523,6.3627617888169326e-12
